bin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-0.02514461411240454,1.2607849817315406,1.3003961793491507,1.0767332068589095,0.20225379220102813,0.16878588832129449,0.3765804458777469,-0.0746891294932377,-0.2255846845705767,-0.0661332915947801,-0.034497987187943835,0.2611684429962136,0.09396962707266976,0.02812768807938504,-0.09229274392419562,0.06870139533543274,-0.3233610043981692,-0.4685065319966153,-0.3429481281535409,-0.13809548738683475,-0.5817573760386271,-0.06357186260926095,0.0271079090801285,-0.2641879446478672
1,-0.031054059810717405,1.1297318055970835,1.130031798712852,1.0678485045121402,0.2501468386236043,0.5594862805653698,0.3513987755690993,0.006263242128533797,-0.07111711867232008,0.12878795562837286,0.10285772084470056,0.19330736250726765,-0.02422671151407041,-0.0958567347318784,0.14564546184872906,-0.005719469347466699,-0.40620232151085744,-0.4578028032018766,-0.3093042536213177,-0.16614711802782536,-0.5290402473649021,0.13129173664403293,0.32119913860618965,0.14032875215180596
2,0.022618154708291986,0.7611898159336024,1.034109891518173,1.2440217334155612,0.6336649774683476,0.5906016450350426,0.4008315736547043,0.07306495482894437,0.2005051553898305,0.2336798299735703,0.19563488446070032,0.2124931896827276,0.15614599395735065,-0.1032274781005622,0.2461225815158068,0.07917974288120178,-0.3909046680640529,-0.29790900005454635,-0.3309068161321811,-0.2237037400530797,-0.3629394530516583,0.3380598780692967,0.5170276465586756,0.41688333544719214
3,0.0017765139738266102,0.7638468540088361,1.1615768867073273,1.19362142963688,0.7180675861771553,0.4534796011294908,0.3403612338802189,0.0676189587929521,0.08313665647754488,0.04527579368168677,0.19097996689293684,0.15374281218070251,0.13385101219924245,-0.2678813366544457,0.22156760205735535,-0.10750840678157214,-0.4161356293306495,-0.2297658336970949,-0.277760170157122,-0.24297670950480565,-0.1320847741892477,0.5534150789596959,0.5562684554154806,0.7423788591888183
4,-0.11388855158509248,0.7214776014655541,0.7522570103359296,0.9267012499350384,0.6465769020524146,0.2969123104063609,0.2072634426226676,-0.06849008302778259,0.049086023956285814,-0.05432112329469874,0.1531030389583039,0.19485169710463435,0.15268829640194248,-0.35282941872996965,0.0761728070507921,-0.040623933270495634,-0.3341017097610912,-0.1435493295515764,-0.2449562874170059,-0.2567436042907394,0.039336164838132966,0.8476004577969194,0.7963891874213997,1.249402612456823
5,-0.07114629237568337,0.6107406018396668,0.8022408439788036,1.0163486503503227,0.42099866072850745,0.25972115151686914,0.1094095915372062,0.10688393014446083,0.23453717900896984,-0.020722559458765662,0.1660371480339693,0.22927052535187895,0.08822138952103042,-0.3841706305553414,0.16040937940710887,-0.05890362016568052,-0.2438129548742456,-0.21044868060634855,-0.29063157602197265,-0.2020655391975641,-0.0270609451312982,0.9847344353350004,0.7144469414229038,1.7099612761961032
6,-0.09685412795746906,0.5637916921456565,0.7153365496647028,0.7614061993294392,0.32126301129251456,0.09729985764478233,0.18466463890390367,-0.0014089075016450179,0.13832679070671272,0.01184497276898977,0.24217563644797124,0.16957977101056532,0.02083361049276977,-0.4842152495532277,0.11506732378521355,0.11519514103252605,-0.15848397325330055,-0.1541083184387375,-0.27501322721986643,-0.2659566183439406,0.11054685283391663,0.9823491623811372,0.7675502993132906,2.2054692288394104
7,-0.11374327742432212,0.4813038318800196,0.7143111613832627,0.6347011890199248,0.3144362364335373,0.10847637897300276,0.11804383571599875,-0.03199812157215387,0.14894987265024984,-0.050142274695794235,0.1235613262438804,0.07626751633341211,-0.023508556324179253,-0.6088980179214278,-0.09557121230000476,-0.00013877150685370765,-0.17371182666551022,-0.12681207994125554,-0.3184271748689884,-0.3656392570405807,0.09695473614007444,0.7138371689628951,0.8307171604048769,2.5895149465698846
8,-0.1478573452088927,0.33605975293471596,0.6000515525137722,0.5965888795404872,0.3515498235980825,0.004923396981876493,0.02062184306134185,0.001683442459935236,0.08816805293227503,-0.009874759428177171,0.04915579733316466,-0.013362343100996377,-0.208327598067422,-0.6137096161612661,-0.1563503148918528,-0.03603145664132423,-0.269882599689522,-0.17405686179664492,-0.2522508259707523,-0.40790173193211293,0.14113491112108356,0.6786947542232973,0.7523425582025061,2.499482559025748
9,-0.2313329678493252,0.08108676499628675,0.2595053800568685,0.3448492967551795,0.18582821978561714,0.028445837384111883,0.1836716634001645,-0.00838587274849889,0.06029358832129982,0.00853154728285066,0.0515555272478343,-0.028184441383677594,-0.3068801786831452,-0.32820595252426266,-0.024497437273147682,-0.2015224140172656,-0.33272910990445315,-0.1771212209386963,-0.2491801180877147,-0.4209177057399218,-0.006553587241298509,0.6624696849606222,0.7630628558381698,1.9395857188487176
10,-0.30104944244690035,-0.2941732696653565,-0.2100488236613032,0.19518932101065098,0.2095746017480744,0.21125044392200554,0.286354672657569,-0.004295884390506544,0.19448120525591064,-0.015173630248242809,-0.007459191361975925,0.050932325291491054,-0.4330778416086361,-0.367029770836794,-0.002998441108041483,-0.10116806164819003,-0.2489412087790903,-0.2505927128358465,-0.14479762539405885,-0.3249243407609441,0.02219353675106284,0.6976091202125598,0.8269934690270259,1.1080436922165493
11,-0.371030059533684,-0.3848603631099588,-0.11673957013533175,0.1744627189360921,0.2382461867979941,0.08109962464802134,0.16883706840673174,0.057686364986375686,0.1315533398573958,0.06708842983723606,-0.03303782642031994,-0.04338497171931355,-0.29403777380923746,-0.4065325880233184,0.02504536005133406,0.13144096001159067,-0.28532655476196034,-0.2617571655833837,-0.21631109441794735,-0.1894833839759693,0.13652169209996412,0.593653096221737,0.9586142850791646,0.5826821029520053
12,-0.4907402319394088,-0.6102948764889726,-0.08496632964779582,0.2425915842581405,0.19716787492308985,0.1675287278295281,0.18150748632359548,0.0245214273733696,0.2235826431386254,-0.019003924955414142,-0.13882494128845035,-0.06829730175290383,-0.2947239238414934,-0.2095720957196887,0.001752998085591706,-0.024377845827772585,-0.2539566308405874,-0.22064132754103927,-0.30625267626518937,-0.13365987657409306,0.10128739609809312,0.5580476284054869,0.8741459299540928,0.3176085153590309
13,-0.42434758615579504,-0.7021337314858584,0.10513651963822568,0.2751451993362908,0.21351476629721589,0.31267333388782426,0.20843532370307027,0.03487641208511416,0.054830973094260216,-0.0923533848495035,-0.18981618278289056,-0.08986410122257737,-0.2345482386130353,-0.34650299343489976,-0.0283256486613217,0.02070087609921334,-0.20655583357637752,-0.23272254859593836,-0.33374004345824737,-0.1171813932369128,0.046709447198185934,0.48301010980834297,0.6844571653325469,0.01951656980692018
14,-0.3728899262535403,-0.5077099892121328,0.12592628924016314,0.3637080287073946,0.23066121553811225,0.3575440721773857,0.17802591742959795,0.032078179182287066,0.07677472344652525,-0.04200640267044253,-0.2624520243938377,-0.12343126226709965,-0.2771703004023154,-0.2979847143283845,-0.02865508067405287,0.034413986826771215,-0.2037562815047087,-0.21983819007327288,-0.3212539104057557,-0.12130302956394255,0.015548157654374785,0.3975413844129436,0.8182191111790047,-0.07037110735195372
15,-0.2971171233786221,-0.3430814281700529,0.16813315088290004,0.2207276039535984,0.29136182428402524,0.1737483536810629,0.1508174006163907,0.08832318289016873,0.13051270011338012,0.003871715036812162,-0.17527351345747366,-0.13535044918176808,-0.31145040672472035,-0.3095477395384698,-0.029151618487794906,-0.035477892934114415,-0.2150199763895504,-0.23100671466486575,-0.3330814251125336,-0.07797484039522208,0.0455036506067712,0.500899288738986,0.8744291696947775,-0.11009897250601153
16,-0.2448001924856831,-0.2339852514646177,0.19701685646483916,0.08039132412604566,0.3687574527570128,0.2818658350496346,0.1717873599944122,0.17843330027989346,0.1373545293307732,-0.08273382684673257,-0.1348697602827631,-0.16801474080875778,-0.28922922301422194,-0.3715700077422337,0.006172680128847753,-0.1789441033274981,-0.18784472112935455,-0.2394693419660721,-0.2761670688029785,0.0005206073253143373,0.0073421208648492,0.41394945664519606,0.9617740755094976,-0.172143497000385
17,-0.19323648016267025,-0.26829888058851736,0.15858456801319942,0.33201710497870884,0.4212897995367593,0.2472150805252511,0.16648341118282595,0.09666427098490883,0.2658918550928249,-0.18497403553577385,-0.17540714465906682,-0.16697637895099324,-0.2800371041829379,-0.3948912527549657,-0.04564072318922818,-0.1992594089159292,-0.1384469203196046,-0.3401386865419358,-0.33679492436712266,0.0111812502301456,0.16052459606983496,0.4253644641534153,0.950130580241458,-0.23340207281400185
18,-0.1688481120986811,-0.24082516475877916,0.11831339162174805,0.3718025633029097,0.4496354746473568,0.017413833513233,0.1563834599610665,0.06637645175403861,0.2422609115340251,-0.1626557296561364,-0.15470001746463424,-0.18060293250737747,-0.2793796332514784,-0.4220183277737641,-0.113398512904495,-0.2081696824613264,-0.10255597592006628,-0.40775932839226936,-0.29270051984080503,0.015629616202776475,0.1788219266309099,0.3665218890207811,1.0116610760388252,-0.3018525550153255
19,-0.1400043081397344,-0.07235573506227944,0.6033440218299368,0.3458460809829438,0.3991812753723405,0.05772647749582927,0.22478950150605392,0.06400303909842009,0.16820701658096215,-0.10881765235695616,-0.14657929823067306,-0.1812646552088122,-0.2926737773558337,-0.3113899855277751,-0.09720752976332836,-0.3403724562567607,-0.00971372831321915,-0.38211314828430254,-0.3447238055023112,-0.01638850499873712,0.07762709118673694,0.3321386139640001,0.747054077206105,-0.3649535882171016
20,-0.1435330803570869,-0.20301053540443625,0.4304181474408635,0.3962293273652371,0.5206431322894121,0.21872102305571686,0.12724143345507155,0.15045600595451702,0.0017930302521387274,-0.12238689651591628,-0.20567279126189494,-0.14238127207225215,-0.3692784987109592,-0.4440633039563275,-0.13052586298444258,-0.33424937835667023,-0.08631344979053956,-0.2824612945975033,-0.4712903217430373,0.01819489342637759,0.0697083021598015,0.4358535526855478,0.2687543963553951,-0.3601432308016097
21,-0.17998071486760647,-0.2776519080813582,0.3217165297989553,0.4147441035532413,0.4883310236979304,0.1979580359092301,0.13287591906145654,0.055602326213142206,0.10303758688925058,0.04901867194847398,-0.16992795687654105,-0.1837763456366126,-0.29828541106101625,-0.34811184210257284,-0.15659399776861171,-0.282399031155272,-0.07609861636454962,-0.23361596097159065,-0.5277867944904138,0.06865829258102618,0.1508755404013451,0.5095841596937838,0.04991028332116265,-0.4042299876596056
22,-0.20986138985046487,-0.20257212432708996,0.3105800505233898,0.2516038160531391,0.34132853565542565,0.16125571809315264,0.1897267631817572,0.03201798786538923,0.12446952312458935,-0.0164221766661079,-0.1841294332214467,-0.15733773679145902,-0.22449192568164025,-0.21764638291739047,-0.1635593904671362,-0.26552588393186216,-0.05090817553183502,-0.30463674450273004,-0.4840356881885839,0.0734063216381946,0.04885696394130523,0.4027914297427619,-0.1005930701634643,-0.35626896504320626
23,-0.20111034132343253,-0.22433876062646885,0.3643213630630733,0.2457995580996668,0.2613908873710073,0.28826380584389,0.2557570300518712,0.12925729055239188,0.11236759394858352,0.012608221721335687,-0.11983076373430634,-0.1807749136408967,-0.21218162896835224,-0.3952803598593251,-0.15261873328701547,-0.43428715444508015,-0.04092115865377632,-0.30482881909025483,-0.5293282310013421,0.06913094529944175,0.0982256243863624,0.3625243551519128,-0.24547684185625496,-0.2603887030690073
24,-0.1982295423091092,-0.2115476822752358,0.2705631414719045,0.4430258179830275,0.286717481763044,0.3423745137244767,0.0873553063061312,0.14326630269482354,0.10956144614156482,0.09819854225204684,-0.18508639685785244,-0.1980390602297959,-0.23193774719539384,-0.4000642469961537,-0.2337638628183907,-0.4035439499451829,-0.0447356091508313,-0.3773690950573476,-0.5460844039586554,0.0653203293079585,0.0925615328437468,0.3704864678729356,-0.26796317818938586,-0.26765649549889314
25,-0.17101502398743396,-0.1540440268712553,0.11940200130781695,0.3112928843512597,0.3722498944295234,0.22409051384720247,0.031858407133364075,0.1819203781864056,0.10879718025993146,-0.013717234897194786,-0.20798269893994625,-0.11057297059373372,-0.272185734481468,-0.2909553762773749,-0.20251622557286986,-0.4760504633823297,-0.1641875020028003,-0.39269256352881055,-0.4417678367254574,0.13780614861418794,0.1884586559532853,0.28762988450094,-0.34914662970357746,-0.2276913898737858
26,-0.1182333794091832,-0.12094814307696387,0.07272491319343287,0.017762325502345355,0.2088239250745456,0.0635151903892277,0.09094488043718484,0.1361374385479044,0.2789618378372607,0.012028932926090086,-0.12650470398049762,-0.15063066389504076,-0.289431715433925,-0.3263387952157544,-0.2632656341304491,-0.446884075819133,-0.10791333913424328,-0.2519786661985144,-0.3126801493035005,0.16054223539949494,0.10131116231645708,0.4547699944950301,-0.3640238780775018,-0.273532131475255
27,-0.07693936472106433,-0.1702260653372223,-0.05299337822023098,0.11985822130066648,0.34115644384941657,0.13200599664595636,0.0621119076588732,0.07322838653826302,0.21527673903308386,-0.13033761832206014,-0.11738797398377356,-0.14958988609590573,-0.17065297437077742,-0.3322568295069113,-0.2150563722041765,-0.33556771338527724,-0.1079514795540666,-0.2388812523513275,-0.41500281316272497,0.1495993991376654,0.045840264389195085,0.4537665571621421,-0.3877536506991683,-0.3696702373712535
28,-0.03900669983924576,-0.14829038418244078,-0.20870206972945216,0.08553613308504282,0.2773946207610276,0.14666846801835653,0.08125378820682537,0.09323263971653263,0.20774038168217854,-0.06264901907429721,-0.1096242418982918,-0.08885354280661595,-0.148897081002195,-0.2860965369611224,-0.2636793191857105,-0.4733767341028807,-0.09607237376863953,-0.2615689493453885,-0.4182549560532802,0.18540786724652047,-0.05019668382126774,0.5392325122636068,-0.3596070900053281,-0.3955831219551245
29,0.024703586037219342,-0.07430144940529715,-0.19946084378266613,0.06754497349890531,0.054749595890511316,0.09343921951304424,0.1260007689046061,0.16779926999087458,0.1301035053325288,-0.0284946171397662,-0.08724865486961343,-0.11533037731954646,-0.12109788392011556,-0.3212857270411629,-0.2302521763029901,-0.3548255837225476,-0.0324974969234324,-0.2961085821979204,-0.4235237690985985,0.18864576814699066,-0.0024965454928160824,0.8680068663765441,-0.3985790269121221,-0.3726156426022085
30,0.12504407188190747,0.009022893649260231,-0.1879783496012104,-0.02250360668304463,0.025905340058399062,0.0716132358414523,0.007286149804127006,0.2566519825247342,0.13775815126099467,-0.0876344727260614,-0.13680953438812704,-0.18487428532457614,-0.16730489818478755,-0.344947036829641,-0.24748361759463225,-0.3635132887832686,-0.02090736615748145,-0.2901559969566412,-0.3627726650466743,0.13349309085655836,-0.0133518995466817,0.8472037187296362,-0.3307842634597877,-0.3662386065148704
31,0.11999006128305735,0.02125199875207517,-0.04895854199190364,-0.01957627149260244,0.06701457156020396,0.10640976314802764,-0.05158615705335468,0.15117478787107252,0.12699320201990896,-0.04807361264380994,-0.13814659265279516,-0.10357665215324108,-0.1747925551070706,-0.3218420174676257,-0.2120218254055919,-0.4330432754395197,-0.04927422124104108,-0.2693973405054244,-0.3143176561963621,0.11692367525706705,-0.06681784137926794,0.7457727192230843,-0.32710359850476944,-0.25910750754327605
32,0.2526447625078072,-0.007941428607068701,-0.17877289739812507,-0.05491665171743332,0.06405897939218352,0.1465634461619958,8.847845505322027e-05,0.15936686499017672,0.04393288448587995,-0.001230453253211472,-0.09293546479051873,-0.1461836868081141,-0.14618558850275232,-0.3234711368766812,-0.18040828905391493,-0.4308428436047729,-0.042388880245336935,-0.2539118043025299,-0.3637278638354813,0.05472514350812574,0.020860969175597432,0.6121246111504233,-0.3428664989079531,-0.27932655814019114
33,0.312074303554998,-0.08459693368871335,-0.07086697579457102,0.2511404152505765,0.06979306525602348,-0.026493413395983545,-0.019718243997674637,0.2221761381771019,0.07471469521260142,0.007121700787806162,-0.11334155210669385,-0.14113644307087014,-0.20546371514648776,-0.36240256227564505,-0.2986496249992543,-0.5496521058966328,-0.022215146139714648,-0.2049920352888419,-0.35636292316293794,0.07835816559932685,0.11901260545898927,0.6636335969850657,-0.2826172297337335,-0.32344883253282664
34,0.4022054294712225,-0.016862343355104947,-0.2226508143486452,0.052072431172141435,0.0672449597352438,0.0575325889984537,-0.033328542694774484,0.13013683848789892,0.1419897156257024,0.05412265802131877,-0.1003177861517912,-0.1565578235403633,-0.19566552707934548,-0.31752115897784616,-0.18968750447233693,-0.4632791942834604,0.02778655835115273,-0.1972168163577308,-0.34397800452857297,0.08442136095009545,0.151411405526221,0.7112346596707537,-0.24156632661386546,-0.3039438253316682
35,0.4671492083539448,0.0054738433296108715,-0.2700792037810995,-0.11229782143340472,0.129822317441179,0.0858116918514158,-0.04762745474964536,0.02845527073680376,0.09572918056206704,0.07590052656142365,-0.03553948720481958,-0.21575505565297529,-0.1937188269033792,-0.3741635422952152,-0.18178315805901504,-0.35303653868090995,-0.04334508628222356,-0.2679515625340825,-0.2811879536997548,0.0821455144753882,0.09815333484030296,0.8039568514237816,-0.22497368431395248,-0.3167770388368041
36,0.4567139783464711,0.040600464270809766,-0.22587143525540745,-0.12065960655507355,0.05372314195976191,-0.0452160769125749,-0.09918418211552726,0.14047078802803448,0.1133595539124208,0.042580500548667466,-0.14269893472493855,-0.18675904260476808,-0.07962500362113989,-0.2690363016299724,-0.2689888363041826,-0.4181593495671079,-0.030380100125101176,-0.2091834760275484,-0.17892935641241706,0.08612845637817568,0.016087651228653854,0.5415196755661178,-0.2357653538268112,-0.3631282371068201
37,0.4387254536747447,0.12811792313855452,-0.3582468742173983,-0.2978370967977986,-0.1069519289369092,-0.059626542941941814,-0.030961414537872045,0.10736985590728754,0.03639317361173866,-0.055579842978182185,-0.1655449690933697,-0.2520891446830511,-0.06381540052994339,-0.2292422699822261,-0.2532070821819392,-0.5218174918521541,0.018554516316876324,-0.21122062491590746,-0.10348575061859844,0.08591500837039058,0.09622425590856754,0.23014673586443826,-0.2450086426451934,-0.33041513136074663
38,0.3693835742150649,0.1773939128021942,-0.35501458978346445,-0.3046926383956956,-0.06230738795256485,-0.013174035107801352,-0.00017220504502724054,0.1901847176526834,0.1040107737881506,0.16305974451977345,-0.08094855897433284,-0.2789435889754843,-0.12293813780505758,-0.2053239379355656,-0.2652578631249396,-0.4458500704857338,-0.004374650150571036,-0.2679299088509648,-0.006517351608509968,0.12626178237039198,0.1454883970425147,0.026843589065624233,-0.365581177419906,-0.27936345758178405
39,0.3343502257581976,0.2387427838179885,-0.41927467086292936,-0.3513610795278037,-0.18287916779218616,0.003567840153498203,0.0159022514668532,0.07666153523334795,-0.007311051221689623,0.18204336979910352,-0.037784487476159256,-0.2629462982752626,-0.18360282288721666,-0.33533102127221515,-0.22751894986970897,-0.33569265003245263,0.0437911291651627,-0.3238447331994774,0.06532694156885377,0.1736490243250879,0.16586927333378654,-0.13114369238788906,-0.2984856460657843,-0.2932224652175597
40,0.27050182969171743,0.18871010809978106,-0.3002054230599187,-0.2271618203804477,-0.091520781600944,-0.03564329805170363,-0.0325216624666993,0.09168955484550788,0.09530450574164197,0.2757289765134514,-0.07285102953870393,-0.21211155969555492,-0.18678861634017171,-0.29796285192488714,-0.2063154914936538,-0.4861014270581467,-0.0029831764433492225,-0.3205415854146736,0.13244745761615204,0.2402603608276239,0.3475728279917476,-0.2532909119314448,-0.2945052740761387,-0.21568000600221016
41,0.2067261068611117,0.08346985857786304,-0.387481879554568,-0.2393666669896453,-0.188273224303388,-0.026963214471536826,-0.02488943752630135,0.09379829694804176,0.1249536817991439,0.2619844991011551,-0.12149241474352655,-0.2589294985083601,-0.1698226286131348,-0.2137330528794923,-0.3094896205244177,-0.4314701113139048,0.0036820990811889938,-0.3667944823658642,0.12430925087714595,0.2803061899283641,0.4539167398599631,-0.3493893828720536,-0.2357424960674477,-0.1671506712819566
42,0.14178397983857494,-0.11968204432197906,-0.3916949185828704,-0.3104176587646741,-0.16574753094979666,0.06337730454064339,0.04688147936042508,0.08388190010294583,0.03728098280111336,0.2647273784557349,-0.10741901424813438,-0.3068406696262507,-0.18772336572599446,-0.2565958135904243,-0.27914119298680706,-0.3854254529332026,-0.018716691128227936,-0.37654072906557534,0.11311503966653015,0.2259424528149383,0.4742501081892767,-0.3514601758828029,-0.186814902694084,-0.13435932852413845
43,0.1660983159722047,-0.043704439403122734,-0.3594009212488629,-0.2978825658416788,-0.23516923902696615,-0.07028712475080479,0.005668766183877239,0.1264998088111211,-0.038984918493439664,0.1939345919041404,-0.10845251256705256,-0.33553501036133504,-0.2167290289833161,-0.29289571098511313,-0.30795508158721496,-0.3973740204462671,0.038741068145772495,-0.40989931320573536,0.12332297912211933,0.16645406746718286,0.6178595964113347,-0.2962643534515479,-0.30595572956699346,-0.1344838235372201
44,0.2674204134021725,0.016177730002118196,-0.4076351756218104,-0.2618724029845678,-0.2350362615005777,-0.05451086961351592,0.05947985172324355,0.12265822739669208,0.014619927021392696,0.2094834141038016,-0.04893761871049751,-0.28335904986411986,-0.1787416697613322,-0.26936637762277105,-0.3344305100644176,-0.5139673398991258,0.03819959268604745,-0.4478704806191525,0.028753111192012962,0.2347147567084509,0.6581050544734808,-0.257339319065677,-0.2938998644105535,-0.20410332245996526
